Epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.8487179279327393,0.4412771761417389,0.9030612111091614,0.3352046012878418,0.0010000000474974513
2,0.8538461327552795,0.42340877652168274,0.9030612111091614,0.3525936007499695,0.0010000000474974513
3,0.8538461327552795,0.42082929611206055,0.9030612111091614,0.32226768136024475,0.0010000000474974513
4,0.8538461327552795,0.40788957476615906,0.9030612111091614,0.32441020011901855,0.0010000000474974513
5,0.8538461327552795,0.39244988560676575,0.9030612111091614,0.27762162685394287,0.0010000000474974513
6,0.8538461327552795,0.3643108606338501,0.9030612111091614,0.28321903944015503,0.0010000000474974513
7,0.8538461327552795,0.36346083879470825,0.9030612111091614,0.29035523533821106,0.0010000000474974513
8,0.8538461327552795,0.35424819588661194,0.9030612111091614,0.2630060017108917,0.0010000000474974513
9,0.8538461327552795,0.35568803548812866,0.9030612111091614,0.2598901689052582,0.0010000000474974513
10,0.8538461327552795,0.34489965438842773,0.9030612111091614,0.26545819640159607,0.0010000000474974513
11,0.8538461327552795,0.3382346034049988,0.9030612111091614,0.28619375824928284,0.0010000000474974513
12,0.8538461327552795,0.34878242015838623,0.9030612111091614,0.26400575041770935,0.0010000000474974513
13,0.8538461327552795,0.33374887704849243,0.9030612111091614,0.2710500657558441,0.0005000000237487257
14,0.8538461327552795,0.3285643458366394,0.9030612111091614,0.271121621131897,0.0005000000237487257
15,0.8538461327552795,0.3300721049308777,0.9030612111091614,0.2714148461818695,0.0005000000237487257
16,0.8538461327552795,0.3275088965892792,0.9030612111091614,0.27480292320251465,0.0002500000118743628
17,0.8538461327552795,0.33113783597946167,0.9030612111091614,0.276706725358963,0.0002500000118743628
18,0.8538461327552795,0.32516396045684814,0.9030612111091614,0.2749117314815521,0.0002500000118743628
19,0.8538461327552795,0.3246411085128784,0.9030612111091614,0.27582821249961853,0.0001250000059371814
20,0.8538461327552795,0.3242267966270447,0.9030612111091614,0.2763117253780365,0.0001250000059371814
